total_records,offchain_size_mib,audit_records_size_mib,ledger_blocks_only_size_mib,ledger_plus_membership_size_mib,audit_record_reduction_vs_offchain_pct,ledger_membership_reduction_vs_offchain_pct,verification_passed,verification_throughput_records_per_second,final_block_hash
3971887,11899.55153,1473.437063,2.025453,380.515149,87.617709,96.802273,True,64566.123318,00bb8ab2b887852c259067f50688a7152ff69f39c237478863fc204deef3de2e
